label,device_type,flow_pkts_s,flow_byts_s,flow_duration_s,avg_pkt_len
Normal,camera,159.72,106095.67,3.12,566.44
DDoS,thermostat,359.2,148793.64,3.796,377.31
Normal,camera,111.42,96733.29,9.548,625.92
DDoS,camera,514.2,413805.7,4.285,558.46
Normal,speaker,76.52,16848.9,1.263,598.14
DDoS,camera,1020.32,416072.7,5.883,580.82
Normal,thermostat,61.8,50028.05,1.73,684.05
Normal,camera,132.13,78933.31,3.643,804.23
Normal,speaker,99.72,42486.65,1.782,528.87
Normal,light,79.83,10705.89,5.329,731.25
Normal,camera,96.39,107335.54,2.2,686.7
Normal,thermostat,67.36,27716.5,0.287,579.17
Normal,light,67.92,2248.21,4.744,661.3
Normal,speaker,97.41,34774.16,2.566,725.23
Normal,camera,123.97,79163.42,4.234,714.57
DDoS,speaker,511.34,167599.55,6.065,614.62
DDoS,speaker,261.19,186833.75,12.879,636.63
DDoS,speaker,491.69,184193.85,8.627,519.23
DDoS,light,214.94,91852.82,2.418,590.32
Normal,light,97.53,16885.1,1.396,706.53
Normal,thermostat,35.44,24250.99,4.065,789.59
Normal,light,39.46,19312.16,4.689,664.88
DDoS,thermostat,241.57,169446.5,5.481,536.79
DDoS,light,248.35,127250.69,2.052,443.53
Normal,thermostat,42.53,13271.77,2.854,647.8
Normal,light,66.76,12667.36,0.949,589.61
Normal,speaker,73.27,35456.59,0.586,552.58
Normal,camera,93.98,101470.58,2.7,848.61
Normal,speaker,59.91,28582.58,2.805,604.87
Normal,thermostat,67.7,11635.7,7.63,644.23
DDoS,speaker,388.59,155695.07,2.408,518.5
Normal,thermostat,1.0,14419.48,1.611,557.55
DDoS,thermostat,331.76,150558.98,1.281,613.7
DDoS,speaker,208.89,244286.7,2.27,730.83
DDoS,camera,905.76,697693.14,2.463,526.71
Normal,speaker,86.72,9636.28,6.025,757.24
Normal,thermostat,45.87,28890.42,3.584,556.69
Normal,thermostat,50.3,29078.62,3.025,542.77
Normal,thermostat,47.87,6449.69,2.83,580.96
Normal,light,60.17,23343.94,1.936,569.86
DDoS,thermostat,451.64,93866.1,4.218,555.09
DDoS,camera,775.77,416952.09,2.152,693.63
DDoS,camera,581.2,627473.36,0.969,595.37
DDoS,camera,917.74,172150.6,1.676,576.24
Normal,speaker,85.23,15955.96,0.431,679.36
Normal,speaker,110.27,16262.81,1.955,654.38
Normal,thermostat,62.15,16795.23,1.011,684.49
Normal,light,65.04,11599.69,2.944,540.42
DDoS,thermostat,473.64,164306.01,7.514,453.77
Normal,light,37.43,20147.48,2.625,638.15
Normal,speaker,86.99,40940.07,0.349,684.31
Normal,speaker,94.71,49293.72,2.219,690.68
Normal,thermostat,74.55,29614.73,4.69,608.46
Normal,light,71.1,31724.06,8.628,642.74
DDoS,camera,1144.98,80682.08,3.882,460.04
Normal,speaker,89.66,32610.61,4.109,632.34
Normal,camera,121.43,103994.04,1.647,500.19
Normal,light,27.34,5907.49,1.586,566.63
Normal,light,75.16,8330.65,0.782,638.93
Normal,light,27.3,26524.11,1.729,557.79
DDoS,camera,936.38,467364.71,4.018,460.16
Normal,speaker,52.7,35569.38,2.056,623.82
Normal,camera,102.33,77143.0,2.58,468.16
Normal,light,57.84,18075.01,2.591,645.03
DDoS,camera,1157.38,325931.52,4.88,562.49
Normal,thermostat,43.83,38591.1,4.293,705.27
Normal,thermostat,91.81,27701.08,1.605,732.82
Normal,thermostat,48.6,33081.06,1.181,697.42
DDoS,camera,1022.98,472251.86,8.637,522.46
Normal,camera,126.58,95510.26,1.912,678.02
Normal,thermostat,76.13,14717.6,1.904,620.7
Normal,light,58.82,22546.34,1.979,567.18
Normal,speaker,59.56,32263.62,0.286,740.7
DDoS,camera,1065.5,583745.85,4.174,671.86
DDoS,thermostat,431.31,158772.36,6.096,727.39
Normal,camera,102.17,84743.19,3.875,700.57
DDoS,camera,938.15,661331.06,4.347,400.67
DDoS,light,435.0,90954.36,4.331,600.47
DDoS,light,368.98,96761.36,3.362,375.68
Normal,camera,183.18,86862.38,2.272,699.47
Normal,camera,113.2,98800.5,5.43,711.91
Normal,camera,120.22,74850.59,0.714,585.12
DDoS,speaker,682.04,175393.45,6.262,586.01
Normal,speaker,126.04,30288.65,3.549,681.87
Normal,camera,94.99,94450.53,2.908,754.89
Normal,camera,112.3,119318.43,2.282,670.4
Normal,speaker,52.28,47716.18,8.623,742.41
Normal,speaker,49.88,11480.49,0.793,789.2
DDoS,thermostat,407.8,149081.57,2.638,281.37
Normal,camera,111.28,84230.92,8.092,554.07
DDoS,camera,1141.41,279280.06,5.634,469.26
Normal,light,42.84,100.0,5.978,815.64
Normal,thermostat,75.26,23303.98,3.003,730.15
Normal,camera,116.62,87375.83,2.348,516.04
Normal,light,23.76,16661.6,0.813,632.6
Normal,camera,118.67,74773.81,0.982,709.01
DDoS,light,263.09,92620.93,10.373,581.96
Normal,thermostat,75.66,24744.73,2.79,649.33
DDoS,camera,1046.82,638761.22,2.636,471.63
Normal,light,61.82,16194.16,1.376,619.23
Normal,thermostat,82.19,28748.33,4.243,633.5
Normal,speaker,96.74,45707.96,1.741,639.57
Normal,thermostat,41.61,34653.65,8.132,698.61
Normal,camera,98.43,86702.0,2.094,763.48
Normal,light,16.15,14188.6,3.678,592.59
Normal,camera,115.76,59246.79,0.53,673.84
Normal,speaker,58.58,16665.98,0.729,650.18
Normal,thermostat,30.02,15373.79,0.948,687.56
DDoS,thermostat,399.96,156204.25,2.91,605.16
Normal,camera,97.84,74535.1,0.476,543.64
Normal,thermostat,40.11,34852.07,2.484,618.97
DDoS,speaker,310.29,178331.16,4.193,526.71
Normal,speaker,80.94,34615.84,0.636,754.07
Normal,camera,90.88,89104.15,5.038,795.09
Normal,camera,142.93,93436.99,4.408,548.71
Normal,speaker,94.41,19509.67,1.615,726.38
DDoS,speaker,372.25,249428.41,4.411,647.79
Normal,camera,58.89,86611.84,1.697,713.62
DDoS,thermostat,422.22,125959.5,1.775,462.17
DDoS,thermostat,404.84,93978.66,4.9,426.22
Normal,speaker,104.36,48145.24,0.724,645.85
Normal,camera,112.79,66786.8,5.028,730.64
Normal,camera,139.38,84680.42,4.281,630.85
Normal,light,26.23,100.0,8.94,572.51
Normal,camera,123.07,103034.8,0.819,792.94
Normal,thermostat,43.33,33935.6,3.994,573.87
Normal,thermostat,58.1,6015.61,8.26,617.97
Normal,thermostat,95.2,42340.81,3.567,674.59
DDoS,thermostat,340.65,113361.73,2.951,495.92
Normal,thermostat,53.0,40590.69,1.591,622.72
DDoS,camera,761.62,534405.83,1.38,604.78
DDoS,light,319.5,80065.09,3.475,440.22
Normal,speaker,79.83,32774.23,1.045,552.0
DDoS,light,297.08,86317.43,6.955,468.34
Normal,camera,89.42,86992.19,1.075,563.19
Normal,camera,148.08,84099.32,2.26,639.26
Normal,camera,96.92,92870.94,1.754,721.18
Normal,thermostat,24.52,15449.86,0.244,736.31
Normal,thermostat,54.3,32217.73,1.005,755.42
Normal,light,60.49,8275.9,2.531,730.21
Normal,camera,113.56,93341.34,1.908,820.81
Normal,camera,121.61,85117.76,5.616,665.97
Normal,thermostat,39.11,21824.84,4.717,675.46
Normal,light,25.22,19785.92,4.701,781.15
Normal,camera,120.2,103489.59,4.788,578.58
Normal,light,65.19,25866.41,1.036,568.82
Normal,camera,92.86,97034.89,8.561,670.43
Normal,speaker,68.03,36415.49,5.183,553.82
DDoS,speaker,579.19,158528.02,4.296,766.35
Normal,camera,137.39,67742.56,2.377,552.74
DDoS,camera,630.77,441755.77,4.179,561.37
Normal,thermostat,43.86,28939.2,0.976,559.02
DDoS,camera,1003.59,470595.3,5.794,563.8
Normal,light,33.16,30808.26,3.255,536.89
Normal,speaker,96.21,30855.54,2.657,692.14
Normal,light,33.57,36969.78,1.954,713.99
Normal,speaker,52.41,40767.93,3.487,631.2
Normal,thermostat,58.38,9394.24,2.993,584.34
Normal,camera,127.64,105525.22,2.825,647.03
DDoS,light,329.85,90839.08,8.42,624.59
Normal,thermostat,35.13,13185.91,1.762,579.33
Normal,light,56.57,22706.21,4.282,752.53
DDoS,camera,802.53,695659.82,1.606,407.19
Normal,camera,121.83,96233.57,3.459,679.5
DDoS,speaker,544.0,213057.26,2.468,437.24
Normal,camera,147.59,96406.05,0.666,584.62
DDoS,speaker,479.24,159515.14,10.785,630.9
Normal,speaker,87.39,35530.9,4.79,627.92
DDoS,light,254.38,81232.2,2.356,568.92
DDoS,light,478.8,90118.03,4.815,606.55
Normal,light,67.26,4453.91,5.351,634.41
Normal,speaker,25.06,20898.4,1.973,487.54
Normal,camera,119.69,101623.79,1.998,583.5
DDoS,thermostat,282.46,111596.47,4.404,512.97
Normal,light,49.77,24552.69,1.672,704.38
Normal,thermostat,62.9,21314.29,6.535,663.95
Normal,thermostat,72.94,17481.51,3.854,620.63
Normal,thermostat,71.27,15140.78,1.884,623.48
Normal,light,34.7,26944.92,3.332,684.48
DDoS,speaker,476.25,181448.67,1.431,428.13
Normal,camera,88.02,75406.85,4.002,772.78
DDoS,speaker,529.17,258225.16,0.504,496.46
Normal,light,39.05,17492.09,2.52,581.6
Normal,speaker,60.49,45759.36,2.108,624.02
Normal,light,21.22,4738.19,3.491,681.93
Normal,light,51.37,7278.74,4.266,693.01
DDoS,camera,588.37,593554.22,4.273,423.66
DDoS,speaker,645.43,224076.79,3.306,647.69
Normal,camera,115.48,69760.01,1.105,771.47
Normal,speaker,49.84,36093.45,1.013,813.14
Normal,speaker,61.35,39016.93,8.266,641.58
DDoS,camera,702.21,546651.65,6.783,520.6
DDoS,camera,821.07,448056.6,5.03,394.1
DDoS,light,367.86,83953.29,5.79,277.69
Normal,camera,78.86,120249.4,4.019,628.83
Normal,speaker,117.12,39594.59,9.364,663.63
Normal,camera,114.46,101535.99,1.511,711.79
Normal,camera,114.31,82359.08,2.674,624.71
Normal,speaker,66.11,18571.5,1.952,577.02
Normal,light,59.4,14667.18,4.783,871.15
Normal,speaker,112.96,31217.48,1.723,649.0
DDoS,thermostat,360.43,202448.69,5.318,519.72
DDoS,light,174.16,104302.15,2.058,630.35
Normal,light,45.18,16762.77,1.152,594.14
Normal,light,74.31,17512.9,5.931,580.53
Normal,light,30.32,20959.19,0.492,670.97
DDoS,light,377.96,96189.65,13.454,395.89
DDoS,thermostat,440.29,91384.27,7.273,562.35
DDoS,camera,1080.77,310453.9,3.289,365.55
DDoS,light,408.64,101451.36,7.356,419.59
Normal,camera,75.32,108271.68,0.927,663.52
Normal,light,58.49,41087.35,3.995,886.9
Normal,camera,116.3,96890.89,4.241,488.95
Normal,light,24.46,8980.05,3.904,550.87
DDoS,light,267.43,85828.61,3.477,454.15
Normal,camera,131.63,99616.73,6.413,687.53
Normal,camera,98.0,93873.8,3.112,555.97
Normal,camera,124.23,99324.47,2.41,699.14
DDoS,light,333.97,77560.33,5.611,549.87
Normal,speaker,58.87,61865.99,1.582,530.78
Normal,camera,137.28,92252.0,5.696,807.92
Normal,light,51.07,13939.53,1.165,646.74
Normal,thermostat,27.98,42511.73,5.336,626.6
Normal,thermostat,79.98,37361.68,4.729,729.55
DDoS,speaker,363.88,145243.85,11.45,648.71
Normal,thermostat,85.8,19517.01,0.663,708.15
DDoS,thermostat,574.92,114848.56,2.915,627.02
Normal,camera,137.34,77623.59,2.451,715.24
Normal,camera,105.76,88264.78,0.717,717.12
DDoS,camera,1012.29,143313.37,1.401,659.43
Normal,camera,133.48,88476.16,5.212,708.13
Normal,light,26.24,13462.84,0.818,673.18
DDoS,thermostat,289.95,98587.58,0.539,430.61
Normal,thermostat,81.54,10211.42,1.271,805.39
DDoS,camera,324.9,385110.84,4.656,551.16
Normal,camera,109.87,103348.21,1.862,560.49
Normal,light,1.0,2418.0,3.326,552.53
Normal,speaker,70.1,26021.25,4.115,800.75
DDoS,camera,989.22,722402.91,7.31,256.64
Normal,speaker,67.64,38715.96,2.236,485.8
DDoS,light,417.13,88546.94,1.361,630.75
DDoS,light,359.91,75089.31,11.93,470.35
Normal,thermostat,47.49,16329.33,2.467,697.55
Normal,camera,117.25,89111.43,4.646,615.26
Normal,camera,97.17,99966.85,7.741,705.4
Normal,light,59.0,6893.49,2.46,556.1
Normal,thermostat,75.65,7623.0,7.385,519.51
Normal,speaker,16.33,43382.37,6.486,635.59
DDoS,thermostat,376.63,58675.47,2.988,594.28
DDoS,camera,640.31,386772.9,5.343,544.65
DDoS,light,379.21,73116.42,4.693,735.08
DDoS,camera,801.97,465275.59,9.789,501.4
Normal,thermostat,56.73,6239.04,0.93,662.51
DDoS,light,314.43,109451.6,5.82,449.14
DDoS,speaker,471.01,274741.15,3.517,555.92
Normal,light,25.68,16562.02,0.53,685.55
DDoS,light,472.35,52048.22,7.411,596.53
Normal,light,62.59,40302.63,5.474,682.38
Normal,speaker,85.68,44231.5,2.836,655.97
DDoS,camera,846.49,275376.92,10.463,552.33
DDoS,camera,934.13,267341.89,2.118,581.26
Normal,camera,135.92,75044.68,3.959,659.19
DDoS,camera,1198.54,848080.66,5.845,596.59
Normal,light,53.68,46221.0,2.776,624.56
Normal,light,14.59,26788.96,2.935,596.25
DDoS,light,256.09,55524.16,2.093,555.96
Normal,camera,136.87,96598.71,1.817,601.68
DDoS,light,215.61,109580.58,7.244,560.66
Normal,thermostat,52.06,37490.24,1.326,582.7
Normal,light,31.21,13552.9,1.608,762.24
Normal,light,78.25,39539.74,5.261,640.15
Normal,thermostat,63.78,15924.5,2.817,635.0
Normal,camera,163.14,84772.54,6.728,601.8
DDoS,camera,658.5,676270.71,4.363,514.12
Normal,speaker,99.66,14986.07,0.662,729.55
DDoS,speaker,728.87,195498.67,10.693,592.09
Normal,light,7.52,17476.4,1.905,680.74
Normal,camera,142.02,95609.33,1.661,560.13
Normal,thermostat,29.9,28346.84,1.986,729.82
Normal,light,47.97,32553.35,6.427,643.67
Normal,light,43.43,19133.32,2.953,594.41
Normal,camera,83.16,97795.17,6.182,513.96
Normal,camera,120.6,93274.96,0.57,658.8
Normal,light,29.6,31480.01,3.055,683.03
Normal,thermostat,76.76,26527.57,1.631,720.99
Normal,camera,139.98,100998.78,2.597,611.58
Normal,camera,95.63,94312.63,1.685,607.91
DDoS,thermostat,441.79,75681.48,5.415,373.56
Normal,speaker,57.78,28466.27,5.768,759.28
DDoS,speaker,309.52,192127.25,6.39,590.11
Normal,light,21.33,52638.58,5.138,616.34
DDoS,thermostat,433.45,119565.8,3.386,496.69
Normal,camera,86.38,75102.2,3.449,689.47
DDoS,thermostat,463.4,119679.24,1.843,471.2
Normal,thermostat,65.78,34856.9,2.509,648.76
DDoS,light,416.58,98498.41,7.032,348.29
DDoS,thermostat,585.71,15343.32,8.13,479.47
DDoS,camera,777.94,422702.25,4.159,566.22
Normal,camera,167.88,89763.49,1.446,604.65
Normal,thermostat,75.84,23109.13,2.095,630.09
Normal,camera,113.45,60306.46,2.855,689.16
Normal,camera,114.03,75341.09,9.667,565.75
DDoS,speaker,482.57,186724.73,13.547,639.85
Normal,thermostat,68.11,38735.79,2.434,827.63
Normal,thermostat,41.51,43207.79,4.593,633.71
Normal,speaker,85.39,33989.27,2.881,584.68
Normal,speaker,82.96,46163.58,4.175,580.0
Normal,light,11.0,20210.86,7.715,704.44
DDoS,speaker,611.68,265142.5,1.184,627.71
Normal,thermostat,85.09,46553.77,0.764,569.7
Normal,thermostat,69.07,24884.04,3.786,684.45
Normal,thermostat,31.23,26525.28,1.534,781.2
Normal,light,26.79,15462.1,3.453,613.05
Normal,light,50.04,16340.73,1.26,675.85
DDoS,thermostat,489.38,62774.69,2.319,631.75
DDoS,camera,799.83,414204.96,5.404,597.02
DDoS,light,527.73,25067.41,3.964,604.95
DDoS,camera,904.35,330555.77,5.73,426.93
Normal,light,64.47,39090.06,2.645,819.33
DDoS,light,381.61,92639.52,10.259,511.29
DDoS,light,408.23,83847.16,4.81,406.7
DDoS,light,359.08,132901.86,1.063,476.97
Normal,speaker,98.97,28735.51,5.981,555.9
DDoS,thermostat,339.81,102919.3,6.482,436.13
DDoS,light,350.1,87463.73,6.998,508.56
DDoS,light,184.36,45495.26,14.932,667.93
Normal,camera,119.65,107510.12,1.449,711.55
DDoS,camera,953.6,425857.69,7.111,556.28
DDoS,camera,604.87,460895.52,6.361,513.8
DDoS,thermostat,160.31,115786.42,1.712,579.84
Normal,light,50.94,22103.54,4.007,706.3
DDoS,speaker,427.11,257396.48,3.704,418.8
Normal,camera,88.98,79971.35,0.449,746.68
Normal,camera,136.73,90290.71,3.062,602.8
Normal,speaker,72.21,40880.38,1.135,607.41
DDoS,camera,1110.61,451010.04,2.421,461.11
Normal,thermostat,52.31,33976.49,3.266,631.98
Normal,light,60.33,20224.12,2.216,650.21
DDoS,thermostat,561.2,106008.97,4.095,669.38
DDoS,camera,514.74,541523.12,7.009,446.71
Normal,camera,157.7,89004.33,4.007,740.71
DDoS,camera,575.59,577878.37,10.31,340.65
DDoS,light,254.81,43196.82,1.65,880.79
Normal,thermostat,78.32,24277.15,3.579,464.29
Normal,camera,135.57,85170.71,0.827,585.58
Normal,light,46.23,8175.09,1.125,528.34
Normal,speaker,61.91,58607.9,6.571,684.21
Normal,camera,108.39,78989.06,0.932,607.81
DDoS,thermostat,468.84,105869.07,0.689,590.41
DDoS,light,251.1,127429.64,2.518,513.17
Normal,camera,101.97,66638.88,8.181,562.22
Normal,thermostat,54.19,24437.65,4.704,673.16
Normal,light,49.26,100.0,0.516,591.68
Normal,speaker,87.37,45579.96,1.919,615.4
Normal,speaker,47.64,37162.29,1.771,716.89
DDoS,light,406.36,69100.29,3.234,383.87
DDoS,light,274.89,119246.41,5.917,337.29
Normal,thermostat,49.46,37994.52,2.217,758.35
DDoS,light,328.21,124138.07,6.49,537.89
Normal,thermostat,60.3,2968.02,1.435,573.87
DDoS,camera,1260.05,294870.43,3.011,643.11
Normal,light,59.56,29275.49,0.187,711.22
Normal,light,6.51,7784.89,1.354,680.45
DDoS,thermostat,342.68,164584.18,3.495,498.38
Normal,speaker,92.59,23503.37,3.322,591.3
DDoS,camera,757.65,423480.17,5.075,635.73
Normal,thermostat,59.34,11759.89,0.485,578.26
Normal,camera,123.54,83653.13,1.178,727.72
Normal,light,64.73,22672.73,0.619,676.84
Normal,light,38.21,14966.74,5.334,661.2
DDoS,thermostat,358.06,156290.65,3.564,624.92
Normal,light,10.4,15422.55,3.485,521.47
DDoS,thermostat,403.55,136462.4,1.73,433.9
DDoS,light,378.72,138178.44,3.745,583.78
DDoS,thermostat,451.84,106004.88,0.85,644.25
Normal,thermostat,53.18,25904.41,11.161,652.46
DDoS,speaker,370.04,103131.81,5.114,536.12
Normal,camera,133.27,81843.7,0.762,698.42
Normal,camera,125.13,86570.35,1.08,506.89
Normal,light,59.14,19987.09,1.495,532.31
Normal,speaker,71.69,56253.86,2.112,780.81
Normal,thermostat,103.58,34022.85,1.093,652.25
Normal,camera,92.72,96735.02,2.688,783.15
Normal,thermostat,58.36,24987.74,1.292,599.99
Normal,thermostat,50.64,38133.1,1.042,636.21
DDoS,camera,642.49,472651.07,2.727,434.84
Normal,light,44.99,10577.19,5.184,683.25
Normal,speaker,89.85,59543.36,3.879,610.13
Normal,thermostat,78.77,15059.66,4.348,558.66
DDoS,thermostat,305.55,156195.41,1.622,552.75
Normal,thermostat,69.66,29472.9,3.323,653.81
Normal,camera,99.84,85697.41,1.807,569.57
Normal,speaker,74.05,37037.11,2.078,671.86
DDoS,thermostat,643.74,222082.7,2.418,667.13
Normal,thermostat,105.03,22063.38,2.437,692.56
DDoS,light,316.66,95721.59,1.651,432.55
Normal,thermostat,41.8,34290.47,4.258,665.41
Normal,light,47.67,32855.44,3.323,676.84
Normal,camera,106.7,64742.82,0.779,764.81
Normal,speaker,69.44,41187.04,2.7,680.52
Normal,speaker,69.5,29736.56,0.845,564.64
Normal,light,40.41,30447.3,2.673,688.77
Normal,speaker,78.71,35207.16,2.817,807.26
DDoS,camera,916.43,424168.59,4.416,625.45
Normal,thermostat,21.28,27690.05,2.393,604.09
DDoS,light,331.2,116456.19,2.306,685.09
Normal,light,63.59,29252.11,6.039,466.98
Normal,thermostat,88.54,40851.91,1.904,669.9
Normal,thermostat,57.66,29665.88,4.343,523.1
Normal,camera,96.31,92309.02,7.99,764.22
Normal,thermostat,32.36,17359.81,2.461,483.41
Normal,camera,134.1,101448.41,1.689,628.25
DDoS,light,206.79,102891.92,4.403,526.87
DDoS,camera,758.72,182644.37,10.414,437.67
Normal,camera,123.17,90136.17,8.09,488.04
DDoS,light,263.88,113635.13,6.063,438.56
DDoS,light,334.37,109770.06,2.495,533.34
Normal,speaker,96.03,51759.84,1.15,613.76
DDoS,light,272.23,133943.41,5.145,449.44
Normal,thermostat,73.43,20987.37,2.621,603.87
Normal,speaker,67.26,46461.52,1.613,603.88
Normal,thermostat,51.52,26053.96,5.6,624.99
Normal,camera,136.57,82212.84,1.914,544.77
Normal,light,118.83,19708.36,2.677,526.69
Normal,speaker,57.27,40805.51,5.846,671.48
DDoS,thermostat,149.52,120991.11,2.944,368.49
DDoS,camera,633.74,603135.69,1.339,591.39
DDoS,camera,868.96,584492.3,3.413,722.79
DDoS,camera,1042.59,534337.57,6.106,594.06
DDoS,thermostat,363.4,57505.75,1.394,805.88
Normal,light,31.81,3473.3,3.31,776.6
Normal,camera,129.2,85963.08,1.059,584.17
Normal,speaker,71.41,27023.74,1.006,615.57
DDoS,light,330.41,88702.75,16.783,535.21
Normal,light,50.62,28482.31,2.458,607.09
DDoS,speaker,617.44,197178.57,3.533,533.31
Normal,camera,122.01,78052.95,1.469,759.81
Normal,thermostat,17.72,26648.78,5.999,542.69
DDoS,light,464.42,106592.96,6.489,758.78
Normal,speaker,44.89,23020.01,4.451,662.64
Normal,light,60.23,36198.26,1.122,721.79
Normal,camera,143.43,86206.06,1.493,700.04
Normal,speaker,83.11,55979.17,6.987,678.68
DDoS,camera,911.23,226800.49,4.674,531.94
Normal,speaker,70.21,30738.68,2.393,703.33
Normal,speaker,93.44,55774.36,1.082,664.63
Normal,camera,110.72,95349.86,2.337,547.7
DDoS,light,411.42,53065.42,1.827,553.54
Normal,camera,114.99,78653.33,1.374,594.46
Normal,thermostat,85.38,34245.01,3.681,667.76
DDoS,thermostat,298.41,72801.73,2.939,471.84
Normal,light,48.39,15666.74,1.807,742.92
DDoS,speaker,523.27,196144.87,2.808,521.38
Normal,light,36.21,1173.93,1.346,552.16
Normal,thermostat,26.03,25763.7,1.896,705.61
Normal,speaker,56.68,24275.21,1.658,593.96
DDoS,speaker,407.27,253731.96,6.782,179.1
DDoS,camera,601.6,362654.39,6.231,405.67
Normal,speaker,109.68,22923.05,4.587,635.71
Normal,camera,138.08,79184.46,2.926,643.62
DDoS,speaker,458.98,228793.22,5.46,387.99
DDoS,camera,744.48,291767.07,6.155,499.5
DDoS,camera,872.43,401810.81,3.138,522.59
Normal,thermostat,26.54,25727.58,0.319,649.51
DDoS,light,347.67,114833.83,8.207,527.93
Normal,thermostat,27.81,19830.3,8.475,619.31
Normal,camera,96.47,100429.25,3.811,604.1
Normal,light,29.03,100.0,0.915,645.33
DDoS,speaker,463.18,121285.47,3.279,387.76
Normal,thermostat,96.07,26815.29,5.12,610.89
Normal,camera,121.86,75023.09,1.953,686.29
DDoS,thermostat,587.38,57380.04,4.113,665.59
Normal,camera,132.14,92780.27,1.703,534.97
DDoS,speaker,565.07,187301.92,22.076,401.69
DDoS,speaker,511.54,129691.65,2.223,602.11
Normal,light,28.2,11506.88,4.97,680.33
DDoS,thermostat,533.67,166485.65,2.001,570.33
DDoS,light,299.35,102628.29,0.753,679.2
DDoS,light,367.41,62207.19,4.136,601.98
DDoS,speaker,566.91,262011.03,0.695,309.43
DDoS,light,238.55,75467.73,6.028,460.08
Normal,light,25.09,17917.43,8.843,603.96
Normal,light,20.65,4245.16,1.325,697.76
DDoS,thermostat,403.49,74095.18,3.089,509.92
Normal,speaker,84.54,42737.63,0.661,701.45
Normal,thermostat,6.92,26284.73,6.717,650.45
DDoS,light,374.73,112275.29,7.283,572.22
DDoS,camera,921.36,257555.39,2.367,621.99
Normal,light,23.74,9374.8,0.919,636.85
DDoS,light,257.54,74943.84,6.275,243.73
DDoS,camera,779.06,456014.73,3.647,726.16
Normal,camera,123.11,91055.4,2.271,552.33
DDoS,light,222.9,40219.57,6.498,518.76
Normal,light,8.16,11575.12,1.771,577.92
Normal,thermostat,67.62,27030.87,5.928,544.18
Normal,camera,113.35,105201.29,1.221,706.45
Normal,light,47.62,6310.88,5.426,674.64
Normal,camera,120.58,93942.34,4.163,693.93
DDoS,thermostat,383.06,179553.4,5.629,484.01
DDoS,camera,686.3,515412.72,2.916,546.55
Normal,camera,105.0,94579.3,4.179,705.72
DDoS,camera,766.89,608789.47,3.666,462.17
Normal,thermostat,60.03,36324.22,2.376,492.35
Normal,camera,126.75,125103.36,1.935,711.36
DDoS,thermostat,312.09,139947.37,10.253,419.12
Normal,thermostat,56.05,7488.47,3.458,584.48
Normal,thermostat,78.47,47522.79,1.02,683.71
DDoS,thermostat,327.3,63176.17,3.535,713.94
Normal,speaker,86.53,46830.79,1.124,747.51
DDoS,camera,666.28,270068.64,7.441,481.54
Normal,thermostat,29.06,16914.14,4.316,643.89
Normal,camera,102.37,83916.43,1.557,713.23
Normal,camera,136.93,78365.54,2.104,738.0
Normal,light,45.32,19052.96,3.125,564.79
Normal,light,70.16,1855.04,4.005,638.72
Normal,speaker,60.0,50251.98,3.648,918.37
DDoS,light,227.75,71971.64,7.206,493.37
DDoS,speaker,639.23,238299.79,2.139,565.03
Normal,camera,113.74,85676.38,1.114,622.51
Normal,camera,130.68,78708.33,1.824,488.99
Normal,camera,95.93,87196.84,2.123,628.88
DDoS,camera,1023.02,596617.12,1.7,589.35
DDoS,thermostat,472.87,161190.24,1.8,811.03
Normal,light,49.61,13898.6,0.721,781.92
DDoS,camera,885.75,338142.88,1.857,497.04
Normal,speaker,94.74,32782.35,2.514,669.57
Normal,speaker,64.76,18274.89,2.381,580.72
Normal,camera,121.88,105094.32,4.011,570.25
Normal,camera,132.45,93524.17,2.872,604.51
Normal,camera,91.19,85582.93,2.742,723.37
Normal,camera,144.62,92567.38,1.55,638.28
DDoS,camera,680.26,577747.34,8.978,574.93
Normal,thermostat,49.15,26202.7,3.458,696.55
Normal,camera,125.42,94556.61,1.791,651.4
Normal,thermostat,50.56,22049.38,2.315,705.19
Normal,speaker,80.72,26047.91,1.538,600.41
Normal,light,92.69,4448.9,1.828,639.61
Normal,speaker,65.14,37350.21,1.988,656.53
Normal,camera,99.94,100089.56,1.066,649.87
Normal,thermostat,37.87,33238.52,1.475,802.58
Normal,light,8.45,2028.14,4.259,650.97
Normal,camera,118.28,87832.74,1.243,731.9
DDoS,camera,986.82,235548.83,6.196,469.42
DDoS,light,346.24,50309.86,7.418,674.91
Normal,light,21.89,27139.54,2.657,705.76
Normal,thermostat,42.29,12191.56,1.093,772.71
Normal,thermostat,63.63,35406.29,1.187,684.47
Normal,thermostat,58.61,50769.78,2.341,702.53
Normal,camera,113.29,92714.75,7.031,871.36
Normal,thermostat,48.53,42874.96,0.603,681.25
Normal,camera,118.08,88804.94,2.042,658.66
DDoS,camera,647.14,668129.34,5.988,415.48
Normal,speaker,80.35,36151.75,2.234,610.22
Normal,light,31.37,22977.36,6.935,693.85
Normal,light,20.37,22816.9,3.087,794.27
DDoS,thermostat,505.86,62955.26,4.089,807.93
DDoS,thermostat,509.63,106810.64,4.586,502.27
Normal,camera,126.1,97448.02,12.425,661.2
DDoS,camera,953.86,367028.68,1.464,602.16
Normal,camera,112.7,83803.1,1.332,625.01
DDoS,light,264.84,70035.53,2.241,622.0
DDoS,light,382.05,98897.64,15.16,449.66
Normal,thermostat,82.34,16102.35,0.964,689.54
